
59693,23587,5969.3,0.08369630458151568,counter/2/1/0,0
57773,23295,5776.2,0.259970589210443,counter/2/2/0,0
51013,21245,5100.4,0.2945528248605795,counter/2/0/1,0
39974,8991,3997.4,0.3621950281470663,counter/2/1/1,0
8734,1812,873.4,0.1183629076901026,counter/2/2/1,0
6116,6047,611.6,0.02688523305797811,counter/2/0/2,0
6099,2154,609.9,0.0886596903014316,counter/2/1/2,0
6079,1126,607.9,0.1125218798432471,counter/2/2/2,0
3674,3587,367.4,0.02688995473494557,counter/2/0/4,0
3664,1425,366.4,0.08689117275428616,counter/2/1/4,0
0,0,0,0,counter/2/0/0,0
0,0,0,0,counter/2/1/0,0
0,0,0,0,counter/2/0/0,0
0,0,0,0,counter/2/1/0,0
195208,0,19519.9,0.02525476262743333,counter/2/0/0,0
280314,112730,28030.6,0.05354277042820256,counter/2/1/0,0
0,0,0,0,counter/2/0/0,0
0,0,0,0,counter/2/1/0,0
0,0,0,0,counter/2/2/0,0
0,0,0,0,counter/2/0/1,0
0,0,0,0,counter/2/1/1,0
0,0,0,0,counter/2/2/1,0
0,0,0,0,counter/2/0/2,0
0,0,0,0,counter/2/1/2,0
359,0,35.9,0.07275496115231647,counter/2/2/2,0
204,0,20.4,0.022197591847386854,counter/2/0/4,0
205,0,20.5,0.051580223382688035,counter/2/1/4,0
205,0,20.5,0.07123923769184187,counter/2/2/4,0
73575,0,7357.5,0.02398663496262751,counter/3/0/0,0
65535,0,6553.5,0.05831443259709267,counter/3/1/0,0
65535,0,6553.5,0.07983729564794692,counter/3/2/0,0
602,0,60.2,0.025840448262092475,counter/3/0/1,0
591,0,59.1,0.05438408609163963,counter/3/1/1,0
628,0,62.8,0.07432537596001389,counter/3/2/1,0
357,0,35.7,0.022512473417132087,counter/3/0/2,0
361,0,36.1,0.06260408295525445,counter/3/1/2,0
359,0,35.9,0.07979430299897433,counter/3/2/2,0
202,0,20.2,0.024867888113752526,counter/3/0/4,0
201,0,20.1,0.052579641342163086,counter/3/1/4,0
197,0,19.7,0.08184204296189912,counter/3/2/4,0
75608,0,7560.8,0.023826276995699378,counter/4/0/0,0
65535,0,6553.5,0.058327871700934966,counter/4/1/0,0
65535,0,6553.5,0.0784883028522207,counter/4/2/0,0
605,0,60.5,0.02569078609643393,counter/4/0/1,0
615,0,61.5,0.05808831814445968,counter/4/1/1,0
615,0,61.5,0.07834768450609636,counter/4/2/1,0
358,0,35.8,0.026691527593703496,counter/4/0/2,0
358,0,35.8,0.05611986005339636,counter/4/1/2,0
358,0,35.8,0.08000512750876718,counter/4/2/2,0
204,0,20.4,0.022261013538379386,counter/4/0/4,0
203,0,20.3,0.05206023112382039,counter/4/1/4,0
203,0,20.3,0.26553102058939415,counter/4/2/4,0
62491,0,6249.1,0.02575613895708665,counter/5/0/0,0
65535,0,6553.5,0.0574401595912869,counter/5/1/0,0
196741,0,19672.6,0.02540446582115019,counter/2/0/0,0
303399,6,30338.4,0.04947213453916504,counter/2/1/0,0
65663,3,6566.3,0.2250220707268869,counter/2/2/0,0
6069,0,606.9,0.026915210127909088,counter/2/0/1,0
6113,0,611.3,0.05901253816344975,counter/2/1/1,0
6078,0,607.8,0.07921315071240291,counter/2/2/1,0
3577,0,357.7,0.02578294250522417,counter/2/0/2,0
3598,0,359.8,0.06058138544306942,counter/2/1/2,0
3596,0,359.6,0.084439703420074,counter/2/2/2,0
2006,0,200.6,0.026239361846238894,counter/2/0/4,0
2013,0,201.3,0.0600031545574575,counter/2/1/4,0
2016,0,201.6,0.08902573408027441,counter/2/2/4,0
195477,0,19546.8,0.02529287318497076,counter/3/0/0,0
357762,5,35774.7,0.04195359792154494,counter/3/1/0,0
63254,3,6325.4,0.2372340436223211,counter/3/2/0,0
8381,3,838.1,1.2271758195608498,counter/3/0/1,0
6057,0,605.7,0.056408198065612876,counter/3/1/1,0
0,0,0,0,counter/3/2/1,0
0,0,0,0,counter/3/0/2,0
0,0,0,0,counter/3/1/2,0
0,0,0,0,counter/3/2/2,0
0,0,0,0,counter/3/0/4,0
0,0,0,0,counter/3/1/4,0
0,0,0,0,counter/3/2/4,0
0,0,0,0,counter/4/0/0,0
0,0,0,0,counter/4/1/0,0
0,0,0,0,counter/4/2/0,0
0,0,0,0,counter/4/0/1,0
0,0,0,0,counter/4/1/1,0
0,0,0,0,counter/4/2/1,0
0,0,0,0,counter/4/0/2,0
0,0,0,0,counter/4/1/2,0
0,0,0,0,counter/4/2/2,0
0,0,0,0,counter/4/0/4,0
0,0,0,0,counter/4/1/4,0
0,0,0,0,counter/4/2/4,0
0,0,0,0,counter/5/0/0,0
0,0,0,0,counter/5/1/0,0
0,0,0,0,counter/5/2/0,0
0,0,0,0,counter/5/0/1,0
0,0,0,0,counter/5/1/1,0
0,0,0,0,counter/5/2/1,0
0,0,0,0,counter/5/0/2,0
3569,0,356.9,0.058696475798773656,counter/5/1/2,0
0,0,0,0,counter/5/2/2,0
0,0,0,0,counter/5/0/4,0
0,0,0,0,counter/5/1/4,0
0,0,0,0,counter/2/0/0,0
0,0,0,0,counter/2/1/0,0
0,0,0,0,counter/2/2/0,0
0,0,0,0,counter/2/0/1,0
6054,0,605.4,0.057267173743141636,counter/2/1/1,0
5965,0,596.5,0.07945083276606661,counter/2/2/1,0
3574,0,357.4,0.02664375999145337,counter/2/0/2,0
3578,0,357.8,0.05799736895306603,counter/2/1/2,0
3571,0,357.1,0.08237468762224127,counter/2/2/2,0
2008,0,200.8,0.026009245541301247,counter/2/0/4,0
0,0,0,0,counter/2/1/4,0
2010,0,201.0,0.0780366913722842,counter/2/2/4,0
170134,0,17011.6,0.026755048018951278,counter/3/0/0,0
320426,5,32042.0,0.0468376263446821,counter/3/1/0,0
65700,3,6570.0,0.22680886915048368,counter/3/2/0,0
0,0,0,0,counter/3/0/1,0
0,0,0,0,counter/3/1/1,0
0,0,0,0,counter/3/2/1,0
0,0,0,0,counter/3/0/2,0
0,0,0,0,counter/3/1/2,0
0,0,0,0,counter/3/2/2,0
0,0,0,0,counter/3/0/4,0
0,0,0,0,counter/3/1/4,0
0,0,0,0,counter/3/2/4,0
172590,0,17257.3,0.026732686635662795,counter/4/0/0,0
342963,6,34295.3,0.04375953365538513,counter/4/1/0,0
